ID,TITLE
166030,خدمات اتومبیل
166032,خدمات خودرو
166039,تعمیرگاه مجاز و اتوسرویس تعمیرگاه
166938,آبمیوه
166940,بستنی
166943,بستنی فروشی
166948,آبمیوه و بستنی
167398,جرثقیل
167401,کرایه جرثقیل
167418,کود حیوانی
167420,کود گیاهی
167422,کود سبز
167424,کود ارگانیک
167677,تجهیزات شبکه
167679,لوازم شبکه
167681,فروش تجهیزات شبکه
167694,چتایی
167699,گونی
167702,گونی بافی
167709,تولیدگونی
167714,کنفی
167721,گونی و چتایی پلی پروپیلن
168982,سلفون
168986,حباب دار
168988,تولید نایلون و نایلکس
168990,پلاستیک حباب دار
168992,فروش نایلون و نایلکس
169110,کفاشی
169113,تعمیرکفش
169127,کاردرمانی
169140,سمعک
169142,شنوایی
169144,کمک شنوایی
169146,لوازم شنوایی
169148,لوازم کمک شنوایی
169152,تجهیزات شنوایی
169154,سمعک و لوازم کمک شنوایی
169474,برشکار
169485,برشکاری کاغذ
169895,خاک
170438,نرم افزارکاربردی
171026,تولید لوازم یدکی موتورسیکلت
171130,چسب صنعتی
171199,خیریه
171201,موسسه خیریه
171203,موسسات خیریه
171272,پمپ هیدرولیک
171284,پرس
171287,پنوماتیک
171289,جک
171291,جک های هیدرولیکی
171294,هیدرولیک
171296,تجهیزات و لوازم هیدرولیک و پنوماتیک
171310,راهنمایی پسرانه دولتی
171312,راهنمایی تحصیلی پسرانه دولتی
171592,سماور
171656,شبرنگ
171658,چاپ شبرنگ
171748,شکر
171750,قند
171752,فروش قند و شکر
172416,تولید و پخش لوازم و پوشاک ورزشی
172650,سیستم مخابرات
172658,راه اندازی سیستم مخابرات
172796,پخش پارچه
174026,بیماری عفونی
174030,عفونی
174033,بیماری گرمسیری
174035,پزشک بیماری های عفونی و گرمسیری
175539,تور کیش
175659,کنسرو
175713,عرش فولادی
175715,سقف عرشه فولادی
175765,پزشک جراح قلب و عروق
175816,نخ نایلونی
175819,نخ کنفی
175821,نخ نایلونی و کنفی
175828,لیزر
175830,طراحی و ساخت لیزر
175886,سیم لاکی
175888,فروش سیم لاکی
175970,قطعات لاستیکی
175972,قطعه لاستیکی
175974,قطعات اتومبیل
175976,قطعه اتومبیل
175978,تزیینات اتومبیل
175980,لوازم و قطعات پلاستیکی و لاستیکی اتومبیل
175993,گالوانیزه
175995,ورق
175997,ورق پلاستیک
175999,ورق پلیمر
176001,ورق فلزی
176003,ورق استیل
176034,مهندسین مشاور الکترونیک و مخابرات
176086,صوت و تصویر
176092,تولید اکو و آمپلی فایر
176094,فروش اکو و آمپلی فایر
176169,پرده کرکره
176171,کرکره
176173,لوردراپه
176175,پرده عمودی
176177,لوازم پرده
176179,تولید پرده کرکره و لوردراپه
176204,ادراری تناسلی
176206,اورولوژی
176215,مجاری
176217,مجاری ادراری
176219,متخصص کلیه
176221,اورولوژیست
176223,پزشک جراح کلیه، مجاری ادراری تناسلی
176273,تولید و پخش سیسمونی
176309,بیمارستان
176311,بیمارستان تخصصی
176315,بیمارستان قلب و عروق
176343,هنرستان
176345,خلبانی
176452,شلوار
176454,کت
176456,فروش کت و شلوار
176523,تولید کیف و چمدان
176723,دستگاه تاسیسات حرارتی
176773,لوازم موسیقی
176776,آلات موسیقی
176805,کادویی
176808,لوکس
176814,لوازم خانگی لوکس، کادویی و تزیینی
176893,تولیدپاکت
176913,پوشاک کار
176915,فروش پوشاک کار
176925,کفش ورزشی
176954,تور
176956,توری
176958,روتختی
176960,رومیزی
176962,ملحفه
176964,روتختی، ملحفه، رومیزی و پرده توری
177157,وزارت فرهنگ و ارشاد اسلامی
177188,پوشال
177199,قالبسازی صنعتی
177206,طراحی صنعتی
177318,بیولوژیک
177322,کیت
177324,کیت آزمایشگاهی
177332,کیت آزمایشگاهی تشخیص طبی
177392,تزیین
177395,خنچه
177397,خنچه عقد
177399,عقد
177401,گل آرایی
177405,تزئین
177407,خنچه عقد و گل آرایی
177428,بازرگانی سنگ ساختمانی و تزیینی
166246,فروش ساعت
166248,فروش و واردات ساعت
166449,غذاهای فست فود
166452,غذای فست فود
166456,فست فود
166459,فود
166463,Fast Food
166466,Food
166468,رستوران فست فود
166477,تولیدنخ
166528,طراحی مبلمان و دکوراسیون
166539,پرنده
166541,پرنده فروشی
166546,پست
166552,دفاترپستی
166554,دفترپستی
166556,آزانس پستی
166558,آژانس و دفتر پستی
166832,بازاریابی
166846,سفارتخانه
166953,مشاوره مالیاتی
166979,تسمه پروانه
166981,زنجیر
166985,قطعات صنعتی
166991,زنجیرصنعتی
166995,تولیدزنجیرصنعتی
166998,نقاله
167000,نوار نقاله
167002,فروش زنجیر صنعتی
167004,فروش تسمه و نوار نقاله
167068,دبیرستان
167073,متوسطه
167075,متوسطه عمومی
167396,فروش حوله
167437,آموزش آشپزی
168014,شیشه
168016,قفل
168018,قفل اتومبیل
168181,آیفون
168185,درب بازکن
168187,در بازکن
168189,دربازکن
168191,فروش و تعمیر آیفون تصویری
169159,صادرات فرش و قالی
169224,خدمات دریایی
169226,دریایی
169679,باطری صنعتی
169681,باتری صنعتی
169993,قطعه صنعتی
169995,طراحی و تولید قطعات صنعتی
170272,تعاونی مصرف
170274,فروشگاه تعاونی مصرف
170343,درب و چهارچوب
170493,صنایع فلزات
171477,زیره کفش
171681,فنی
171684,خدمات مهندسی
171689,خدمات فنی مهندسی
172826,چراغ خودرو
172829,فروش چراغ اتومبیل
172831,فروش چراغ خودرو
172845,فروش دزدگیر و ضد سرقت
173082,فروش کاغذ و مقوا
173207,تولیدمانتو
173627,فروش، نصب و تعمیر شیشه و بالابر اتومبیل
174329,فروش تجهیزات آزمایشگاهی
174331,فروش لوازم آزمایشگاهی
174333,فروش تجهیزات و لوازم آزمایشگاهی
174380,مسافربری
174382,تعاونی مسافربری
174860,رفو
174862,رفوگری
174868,خشکشویی
174874,رفوگری فرش
174876,خشکشویی مبل
174916,دوربین مداربسته
174934,نصب دوربین مداربسته
175007,آرد
175108,اکسیژن
175118,تجهیزات گاز اکسیژن
175191,آلبوم
175193,عکس
175197,آلبوم عکس
175401,خبرگزاری
175786,برچسب
175788,برچسب لیزری
175790,هالوگرام
175792,هولوگرام
175833,فروش مصنوعات چرمی
176105,لوازم و مواد مصرفی ماشین اداری
176286,پرینت رنگی
176288,پلات رنگی
176290,پلات و پرینت رنگی
176528,مرغداری
176539,ماشین آلات و تجهیزات مرغ داری و دام داری
176567,فروش رادیاتور شوفاژ
176742,نمک
177346,جرثقیل سقفی
177348,فروش جرثقیل سقفی
177474,اتصالات مسی
177476,لوله مسی
177478,عایق لوله
177482,لوله و اتصالات مسی
177499,فرم
177501,فرم کامپیوتری
177505,کاغذاداری
177526,پمپ بنزین
177528,جایگاه
177530,سوخت
177532,سوخت گیری
177534,جایگاه سوخت گیری
177566,درمانگاه قلب و عروق
177568,فیزیوتراپی
177571,ترافیک
177573,علائم راهنمایی و رانندگی
177575,لوازم راهنمایی و رانندگی
177577,علائم و لوازم راهنمایی و رانندگی
177594,تصفیه آب
177596,فاضلاب
177598,تصفیه فاضلاب
177603,تصفیه آب و فاضلاب
177716,آموزشگاه علمی
177718,آموزش علمی
177720,آموزش دروس
177722,آموزشگاه علمی و کنکور
177773,کلیدسازی
177780,فروش قفل و کلید (کلیدسازی)
177793,لوازم یدکی لباسشویی
177921,فروش پیراهن
177941,ترشی
177943,ترشیجات
177990,خدمات بسته بندی
177993,تولید پاک کننده و شوینده
178022,تولید تجهیزات و لوازم آزمایشگاهی، کمک آموزشی
178032,زبان
178034,انگلیسی
165955,گوارش
165958,متخصص بیماری های داخلی
165960,پزشک فوق تخصص گوارش
166050,واترپمپ
166065,Laptop
166067,Notebook
166075,کامپیوترجیبی
166077,کامپیوترکیفی
166083,لپ تاپ
166085,Mouse
166087,ماوس
166089,موس
166091,Speaker
166093,اسپیکر
166097,ماوس (Mouse)
166099,اسپیکر (Speaker)
166103,بارکش شهری
166108,باربری
166110,اتوبار
166234,نما
166236,کامپوزیت
166238,نمای آلومینیومی
166240,سقف آلومینیومی
166242,تولید و اجرا سقف آلومینیومی (کامپوزیت)
166576,Printer
166578,چاپگر
166580,چاپگر (Printer)
166836,مقوا
166838,تولید کاغذ و مقوا
167050,گچ بری
167052,گچبری
167055,نقاشی ساختمان
167082,قالیشویی
167129,پوشش سقف
167132,سقف شیبدار
167134,پوشش سقف شیبدار
167532,لوازم بهداشتی
167538,محصول بهداشتی
167540,محصول آرایشی
167544,محصولات آرایشی، بهداشتی
167546,فروش محصولات و لوازم آرایشی، بهداشتی
167592,قالب بتنی
167594,پروژه
167596,پروژه تاسیسات
167598,پروژه های ساختمانی
167600,مهندسی تاسیسات
168137,شرکت خارجی
168140,دستگاه نشت یاب
168167,دفتر نمایندگی شرکت خارجی
168308,مبدل
168310,مبدل حرارتی
168312,مخازن کویل دار
168334,آب رسانی
168339,مهندسی کشاورزی
168341,احداث سد
168343,سد
168345,سدسازی
168347,کانال
168349,ساخت کانال
168351,زمین شناسی
168353,ژئوتکنیک
168355,ژئوفیزیک
168358,آبرسانی، آبیاری و زه کشی
168360,احداث سد و کانال
168363,مهندسین مشاور منابع آب
168369,فروش شیرآلات
168376,فروش، نصب و تعمیر پله برقی
168424,بازرگانی تجهیزات جانبی کامپیوتر
168429,بازرگانی تجهیزات شبکه
168527,پلیس
168530,دفاتر
168532,پلیس + 10
168642,وزارت آموزش و پرورش
168828,بالینی
168830,روان
168837,مشاوره
168839,مشاوره بالینی
168847,Clinical Psychology
168849,روان درمانی و مشاوره بالینی
168851,روان درمانی، روان شناسی بالینی
169403,ضایعات
169407,خرده فلز
169409,فلز
169412,خرده فلزات
169416,ضایعات فلزات
169527,تولید و پخش دارو گیاهی
169872,پروتزدندانی
169877,دندان پزشک پروتز دندان
171440,بازرگانی لوازم ورزشی
171788,مجتمع آموزشی
171897,موادسیال
171901,حمل و نقل مواد سیال
171922,ریخته گری فلز
171926,تراشکاری قطعات صنعتی
172172,آمادگی مختلط
172174,پیش دبستان مختلط
172177,کودکستان
172179,مهد
172183,مهدکودک
172185,پیش دبستان مختلط دولتی
172187,مهد کودک، آمادگی
172212,تولید سنگ ساختمانی و تزیینی
172328,منسوجات
172334,رو مبلی
172336,رومبلی
172340,بازرگانی پارچه
172342,پارچه رومبلی
173308,فاکس
173310,فکس
173313,فروش و تعمیر تلفن سانترال، دیجیتال و فاکس
173324,جگرکی
173327,کبابی و جگرکی
173893,تولیدشیرآلات
174502,پرسکار
174902,معدنی
174905,ماده معدنی
174975,فشار قوی
174977,تابلوبرق
175047,پارکت
175049,کف پوش
175051,کفپوش
175064,فروش و نصب کف پوش و پارکت
175163,تولیدآسانسور
175165,تولیدبالابر
175173,تولید آسانسور و بالابر
175274,بدلیجات
175344,تزیینات کیف و کفش
175447,ضد سرقت
175449,ضدسرقت
175451,درایمنی
175453,در ایمنی
176189,خودروسازی
176202,تولید و فروش وسایل نقلیه سنگین
176235,بازرگانی تلفن همراه
176709,حکاکی
176713,قلمزنی
176715,قلم زنی و/یا حکاکی
176784,تولیدابزارصنعتی
176795,پوشاک ایمنی
176801,لباس آتش نشانی
176803,تولید و پخش تجهیزات و پوشاک ایمنی آتش نشانی
177003,آهنربای صنعتی
177007,مگنت
165924,امداد
165930,امداد آتش نشانی
165932,امداد آتش
165934,امداد حریق
166624,پاکت
166627,فروش پاکت
166727,پخش دارو
166794,لمینت
167341,تجهیزات الکترونیک
167343,فروش تجهیزات الکترونیک
167351,بازرگانی قطعات الکترونیک
167624,NetWork
167626,امنیت شبکه
167628,شبکه
167630,طراحی شبکه
167632,نصب شبکه
167634,راه اندازی شبکه
167636,اجرای شبکه
167639,طراحی و راه اندازی و امنیت شبکه
167641,کامپیوتر سرور (Server)
168319,شکلات
168321,نبات
168323,نقل
168325,آبنبات
168327,آب نبات
168329,نبات و آب نبات
169642,پروژه صنعتی
169644,پیمانکار
169651,پیمانکار پروژه صنعتی
169653,طراحی و مدیریت پروژه نفت و گاز و پتروشیمی
170037,نرم افزار ضد ویروس
170131,اتصالات فولادی
170134,گازرسانی و تجهیزات گاز مایع
170146,بازرگانی شیرآلات
170365,کارت کامپیوتری
170367,صدور کارت کامپیوتری
170369,هوشمند
170372,تجهیزات چاپ و/یا صدور کارت کامپیوتری
172522,دو جداره
172525,شیشه ایمنی
172527,شیشه نشکن
172529,تولیدشیشه نشکن
172535,شیشه دوجداره
172537,سکوریت
172539,فروش شیشه نشکن
172888,سیم فلزی
172891,سیم آلومینیومی
172893,سیم مسی
172895,سیم فولادی
173597,تولیدفرآورده نفت
173599,تولیدفرآورده پتروشیمی
173603,تولید فرآورده نفت و گاز و پتروشیمی
175503,کش بافی
175505,کشبافی
175838,شبکیه
175842,چشم پزشک شبکیه
175911,روغن نباتی
175913,تولید و پخش روغن نباتی
176321,جاده
176323,جاده سازی
176325,راه
176328,راهسازی
176330,بالش
176333,لحاف
176335,تشک، لحاف و بالش
176364,وزارت کشور
176837,بازرگانی پیچ و مهره و میخ و پرچ
176895,دزدگیر
176899,رادیوپخش
176906,دزدگیر و ضد سرقت
176908,دزدگیر و رادیوپخش اتومبیل
177269,قالیبافی
177488,سفال
177490,سفال بام
177495,تولید و پخش کاشی و سرامیک
177656,پزشک روان پزشکی کودکان
177926,ماده شیمیایی
177928,رنگ شیمیایی
177930,رنگ و مواد شیمیایی
178024,بافندگی
178036,آموزش زبان
178072,یو. پی. وی. سی
178074,یوپی وی سی
178076,یو پی وی سی
178078,upvc
178080,u. p. v. c
178090,بازرگانی لوازم و قطعات یدکی اتومبیل
178093,طلاکوب
178095,چاپ طلاکوب
178104,ECG
178106,الکتروکاردیوگرافی
178108,نوار قلب
178115,EEG
178117,الکتروآنسفالوگرافی
178126,نوارمغز
178178,آبگرمکن
178180,تولیدآبگرمکن
178261,مهندسین مشاور تاسیسات
178277,تعمیرتجهیزات الکترونیک
178399,سپر
178401,سپرسازی
178405,سپرسازی و آبکاری
178418,Scanner
178420,اسکنر
178423,اسکنر (Scanner)
178434,اورژانس
178436,پایگاه ثابت شهری
178438,فوریت پزشکی
178440,مراکز اورژانس
178442,مرکز اورژانس
178444,آمبولانس
178450,لامپ
178469,بارانداز
178479,بنگاه باراندازی
178517,مجتمع توانبخشی
178523,مرکزتوانپخشی
178525,مراکزتوانپخشی
178527,مرکز و مجتمع توانبخشی
178541,استخراج
178543,اکتشاف
178545,توسعه میادین
178549,مخازن
178551,اکتشاف، استخراج و توسعه میادین نفت و گاز
178553,مخازن نفت و گاز
178583,مراکز مشاوره
178585,مرکز مشاوره
178589,مراکز راهنمایی
178591,مرکز راهنمایی
178614,اتحادیه صنفی
178617,صنوف
178623,آنالوگ
178625,دوربین
178631,دوربین عکاسی و فیلم برداری
178722,شیلات
178769,استودیو صداگذاری
178771,آهنگ سازی
178774,استودیو صدابرداری، صداگذاری
178816,نوارچسب
178818,اتیکت
178821,مارک
178826,استیکر
178883,استخرها
178889,سوناها
178901,استخر و سونا
178911,آتلیه
178915,آتلیه نقاشی و خطاطی
178962,تنفسی
178965,ریوی
178967,ریه
178971,پزشک ریه
178978,تولیدماشین محاسباتی
165195,چرم
165197,چرم مصنوعی
165208,گنجینه
165210,موزه
165213,تماشاگه
165228,روغن
165232,گریس
165234,روغن موتور
165236,روغن ترمز
165238,فروش روغن صنعتی
165327,حسینیه
165329,حسینیه و تکیه
165339,مصنوعات چرمی
165343,تولیدمصنوعات چرمی
165354,یاتاقان
165356,دیفرانسیل
165358,گیربکس
165364,یاتاقان و بلبرینگ اتومبیل
165366,فروش گیربکس و دیفرانسیل ماشین آلات
165372,کمپرسور
165374,تولید و تعمیر کمپرسور
165415,ادارات وزارت بهداشت
165417,کود
165421,کودشیمیایی
165433,مصالح
165435,مصالح ساختمان
165437,فروش مصالح ساختمان
165439,چاپ دیجیتال
165460,دیجیتال
165462,چاپ و نشر
165464,چاپ صنعتی
165468,آرایش آقایان
165471,آرایشگاه آقایان
165476,آرایشگاه مردانه
165478,آرایش مردانه
165598,لبنی
165600,لبنیات
165602,فروش لبنیات
165624,ارگان
165627,موسسات
165629,موسسه
165635,مراکزاداری
165637,مرکزاداری
165639,ادارات و سازمان ها
165657,پرتوشناسی
165664,پزشک پرتوشناسی
165676,تولید و پخش پوشاک تریکو
165682,میلگرد
165686,میلگردصنعتی
166331,عروق
166334,قلب
166337,پزشک متخصص قلب و عروق
166587,پزشکی فیزیکی
166591,طب فیزیکی
166595,پزشک توانبخشی
166630,نانوایی
166632,نانوا
166699,بیلیارد
166701,میز
166703,میز بیلیارد
166734,آلومینیوم
166736,پروفیل
166738,فلزات
166740,پروفیل آلومینیوم
166776,سمپاش
166820,لنت
166822,لنت کوبی
166923,ریخته گری
166925,مواد اولیه ریخته گری
167114,طراحی و تولید لوازم و قطعات یدکی اتومبیل
167226,دفاتر نمایندگی
167228,دفتر نمایندگی
167243,نمایندگی
167245,نمایندگی موتورسیکلت
167251,پژوهش
167253,تحقیقات
167255,تحقیقات و پژوهش
167257,پژوهش پزشکی
167259,تحقیقات و پژوهش پزشکی
167285,پلکسی گلاس
167287,تابلو
167289,تابلوساز
167295,طلق
167298,تابلوسازی و طلق
167563,رانندگی
167565,صدور گواهینامه
167567,گواهینامه
167572,آموزشگاه رانندگی
167574,آموزش رانندگی و صدور گواهینامه
167788,تشک
167792,تشکدوزی
167794,تودوزی
167796,تو دوزی
167798,تودوزی اتومبیل
167890,فروش رنگ و ابزار
167964,موسسه فرهنگی
167966,موسسات فرهنگی
168126,زونکن
168212,فروش موتورسیکلت
168314,دوچرخه
168316,فروش دوچرخه
168434,تعمیر دوچرخه
168524,پخش محصولات و لوازم آرایشی، بهداشتی
168569,سراجی
168710,سازه
168714,سازه فلزی
168759,اطفال
168764,کودکان
168767,پزشک متخصص کودکان
168794,سانترال
168808,تلفن سانترال، دیجیتال و فاکس
168812,تعمیر و خدمات تجهیزات شبکه
168814,تعمیر و خدمات تجهیزات جانبی کامپیوتر
168818,انبار
168820,انبارموادغذایی
168863,تحقیقات و پژوهش، اطلاع رسانی
168954,انرژی
168956,بهره وری
168958,بهینه سازی
168960,بهینه سازی انرژی
169021,تعمیرگاه و خدمات پس از فروش وسایل نقلیه سنگین
169194,عدسی
169196,لنز
169199,عدسی و لنز
169282,تراشکاری فلز
169518,شوفاژ
169571,پیستون
169577,رینگ و پیستون اتومبیل
169722,ظروف چینی
169724,فروش ظروف چینی
169990,موسسه سینمایی
170158,اتوماسیون اداری
170160,نرم افزاراداری
170165,نرم افزار اتوماسیون اداری و مالی
170219,میز کامپیوتر
170221,میز ویدیو
170223,میز تلویزیون و کامپیوتر
170305,آبکاری
170307,آبکاری آلومینیوم
170309,آبکاری پلاستیک
170311,آبکاری فلزات
170313,آبکاری گالوانیزه
170453,دندان پزشک متخصص ترمیمی و زیبایی
170556,صنایع پتروشیمی
170558,صنایع نفت
170568,صنایع نفت و پتروشیمی
170746,دفترخدمات الکترونیک
170750,دفتر خدمات الکترونیک شهر
165996,کود زیستی
165998,کود بیولوژیک
166251,چای
166253,بسته بندی
166255,توزیع و بسته بندی چای
166887,مراکزبهداشتی درمانی
166889,مرکزبهداشتی درمانی
166897,مراکزدرمانی
166899,مرکزدرمانی
166905,مراکز واکسیناسیون
166907,واکسیناسیون
166909,مرکز بهداشتی درمانی شهری
167736,فروش و نصب و تعمیر آسانسور
167901,دستمال
167903,دستمال کاغذی
167905,کلینکس
167908,محصولات بهداشتی کاغذی
168092,پالایشگاه
168094,پتروشیمی
168097,گاز
168099,نفت
168107,بازرگانی تجهیزات پالایشگاهی نفت و گاز و پتروشیمی
168229,تولید سیم و کابل
168281,حمل ونقل
168459,موسسات آموزشی
168462,موسسات آموزشی پژوهشی
168464,موسسه آموزشی، پژوهشی
168496,رنگ و مواد اولیه پلاستیک
168602,باغبانی
168605,بذر
168611,فروش و واردات بذر کشاورزی
168656,نگهداری شبکه
168685,فروش بهداشتی ساختمان
168687,فروش لوازم بهداشتی ساختمان
168713,ابزارآلات جوشکاری
168718,دستگاه و تجهیزات جوشکاری
169161,رابیتس
169271,بار
169276,حمل و نقل بار
169482,Monitor
169489,فروش monitor
169491,فروش مانیتور
169494,فروش مانیتور (Monitor)
170242,بیلبورد
170248,تیزر
170252,تیزر تبلیغات
170254,فیلم تبلیغاتی
170257,تولید تیزر تبلیغاتی
170291,مهندس
170296,مهندسی ساختمان
170330,غدد
170333,متابولیسم
170338,غدددرون ریز
170340,پزشک غدد درون ریز و متابولیسم
170468,خرید، فروش و اجاره کمپرسور
170548,پیراهن
170552,تولیدپیراهن
170613,آنستزی
170615,آنستزیست
170618,بیهوشی
170623,پزشک بیهوشی
170760,گفتاردرمانی
170775,درمانگاه گفتاردرمانی
170838,فروش پوشاک چرم
170894,اسکی
170896,اسکیت
170898,آموزش اسکیت
170944,سیمان
170946,فروش سیمان
170962,رنگ کاری
170964,رنگ کاری کوره ای
170968,کوره
170970,رنگ کاری کوره ای قطعات صنعتی
170979,چسب
170981,رزین
170983,رزین صنعتی
170990,رزین صنعتی و چسب
170997,سرامیک
170999,کاشی
171001,فروش کاشی و سرامیک
171067,آموزشی
171070,هنر
171072,هنرهای تجسمی
171074,هنری
171076,آموزش هنر
171212,تولید تجهیزات پالایشگاهی نفت و گاز و پتروشیمی
171222,تصادفی
171224,خودرو
171226,لیزینگ
171228,لیزینگ خودرو
171258,تابلونویسی
171262,خطاطی
171264,طراحی تابلو
171520,جوشکار
171608,پزشک فوق تخصص سر و گردن
171709,تعمیر قطعات سخت افزاری کامپیوتر
171711,تعمیر کامپیوتر کیفی و جیبی (Notebook & Laptop)
171836,شیلنگ
171838,شیلنگ فشارقوی
171844,شلنگ
171846,غبارگیر
171850,کیسه غبارگیر
171857,غبارگیرمایعات
171860,غبارگیرهوا
171864,کیسه غبارگیر هوا و مایعات
171983,فنرسازی
172118,پنیر
172120,خرما
172124,تولید و پخش و صادرات خرما
172130,روماتولوژی
172132,عضلات
172137,پزشک مفاصل و عضلات
172380,زعفران
172460,مکانیکی سیار
172462,امداد خودرو
172601,آمفی تاتر
172603,تاتر
172606,سالن سینما
172608,سالن نمایش
172610,تئاتر
172612,طراحی و اجرای سالن نمایش
172819,فروش و نصب موکت
172884,تجهیزات کشاورزی
172886,تجهیزات کشاورزی و باغبانی
172911,آینه
172913,شمعدان
172917,آیینه
172919,آئینه
172921,تولید و پخش آینه و شمعدان
172926,آموزش کامپیوتر
172950,غیرمخرب
172952,تجهیزات و لوازم بازرسی غیر مخرب
172965,احداث فرودگاه
173090,سرویس خواب
173123,بهداشت
173127,بهداشت حرفه ای
173132,حفاظت صنعتی
173136,طب
173139,طب کار
173143,بهداشت حرفه ای و طب کار
173257,کانال سازی
173263,کانال سازی، نصب و تعمیر کولر
173290,لوازم جانبی موبایل
173292,لوازم جانبی تلفن
173294,لوازم جانبی تلفن همراه
173363,تولیدکیف
173367,تولید کیف و کفش
173369,پاشنه کفش
173376,تجهیزات شوفاژ
173378,قطعات شوفاژ
173380,تجهیزات و قطعات شوفاژ
173467,تحکیم
173469,پایدارسازی
173472,آزمایشگاه فنی
173476,مکانیک خاک
173478,خاک شناسی
173480,آزمایشگاه خاک شناسی
173659,پزشک جراح مغز و اعصاب
173763,تقویم
173766,سررسید
173769,دفتر
173774,دفترسازی
180743,فروش ظروف آشپزخانه
180760,کف کاذب
180764,تولید و اجرا سقف کاذب
180830,فروش لوازم خانگی گازسوز
180980,کنترل کیفیت
180983,تجهیزات کنترل کیفیت
188231,تجهیزات تعمیرگاه
188235,ماشین آلات و تجهیزات تعمیرگاهی
194744,تولید و تعمیر جرثقیل
200453,احداث اسکله
200457,اسکله
200460,بندر
200621,مواداولیه شوینده
200630,مواد اولیه پاک کننده و شوینده
200738,باشگاه بیلیارد
201164,زیپ
201221,فلزات رنگین
201225,فلزرنگین
201463,پنچرگیری
201468,لوازم پنچرگیری
201472,لوازم پنچرگیری اتومبیل
202755,رنگرزی و تکمیل پارچه
202853,گازرسانی
202855,مایع
202861,تجهیزات گازمایع
202863,لوازم گازمایع
203047,رادیو تلویزیون
203051,ادارات و سازمان های صدا و سیما
203223,بازرگانی ابزار و یراق
203225,بازرگانی قفل و کلید
203232,قیرگونی
203235,قیر
203338,پروفیل فلزات
203368,امامزاده
203371,زیارتگاه
203373,امامزاده و زیارتگاه
203632,حلبی
203634,حلبی سازی
203664,فرآورده
203669,بازرگانی فرآورده نفت و گاز و پتروشیمی
203698,ترمیم مو
203701,ناخن
203705,ترمیم ناخن
203707,ترمیم مو و ناخن
203710,سماورسازی
203731,نان صنعتی
203871,پیمانکار معدن
204188,آپارات
204191,تجهیزات سالن
204200,آپارات و پروژکتور و سایر تجهیزات سالن سینما
204624,فروش ظروف تفلون
204964,هنرستان کار دانش پسرانه دولتی
205058,تولید جعبه مقوایی
205191,پخش کالا
205199,کاریابی
205207,مشاورشغلی
205336,فروش پوشاک تریکو
205466,فروش فرآورده پتروشیمی
205468,فروش فرآورده نفت
205470,فروش فرآورده نفت و گاز و پتروشیمی
205889,خطوط هوایی
205984,پنجره فلزی
205986,درفلزی
205988,در فلزی
205990,درب فلزی
206345,طراحی نما
206453,عروسک
206739,آسایشگاه
206741,سالمندان
206743,آسایشگاه سالمندان
206793,لابراتوار
206795,استودیو عکاسی
206797,آتلیه عکاسی
206833,توزیع برق
206835,توزیع برق و انتقال نیرو
206969,گرده آلومینیوم
206971,ورق آلومینیوم
207033,پاکت سازی
207070,سالامبور
207072,تولید و فروش چرم و سالامبور
207129,سازه فضاکار
207131,سازه فضایی
207134,طراحی و تولید سازه فضاکار
207208,تولید ماشین آلات
207274,لوله فولادی
207279,لوله و اتصالات فولادی
207447,مقاوم سازی
181279,طراحی وبسایت
181530,وزارت صنعت، معدن و تجارت
181981,خمکار
181983,خمکاری
181986,برشکاری و خمکاری ورق
182130,تعمیر مبلمان و دکوراسیون
182318,کوهنوردی
182322,لوازم کوهنوردی
182395,ارتوپد فنی
183201,متخصص جراحی عمومی
183203,پزشک فوق تخصص جراحی گوارش
183792,لوازم لوله کشی
183795,لوازم لوله و اتصالات
184392,سیستم مالی
184394,سیستم مدیریت
184397,مدیریت
184403,طراحی و اجرای سیستم مدیریت و مالی
185519,چنگال
185521,قاشق
185525,فروش قاشق و چنگال
185546,تولیدچراغ روشنایی
185549,فروش چراغ روشنایی
185552,چراغ پارکی
185555,چراغ خیابانی
185558,چراغ صنعتی
185729,حقوقی
185731,دادسرا
185733,دادگاه
185735,دادگاه عمومی
185737,دادگستری
185739,قضایی
185745,دادگاه های عمومی
185747,مجتمع قضایی
185749,دادسرا و دادگاه عمومی
186144,پزشک قلب و عروق کودکان
186839,تولیدژنراتور
186841,تولید دیزل ژنراتور، ژنراتور و موتور برق
187040,پوستر
187736,مصنوعات آلومینیوم
188739,فروش ماشین آلات صنعتی
189312,اجاق
189314,اجاق گاز خانگی
189317,اجاق گاز صنعتی
189321,تعمیراجاق
189323,تعمیر اجاق گاز
191039,مواداولیه دارو
191169,تعمیرلوازم خانگی
191171,تعمیر لوازم خانگی گازسوز
191444,لوازم یدکی کیا
193007,طب سوزنی
195175,هنرستان دولتی
195177,هنرستان فنی پسرانه دولتی
195500,سری تراشی
196092,تعمیرسردخانه
197258,تولید و پخش تجهیزات دندان پزشکی
200429,طراحی و تولید سیستم اعلام و اطفا حریق
200990,تولید فرش و قالی
201190,اتحادیه صنوف خدماتی
201192,اتحادیه صنوف توزیعی و خدماتی
201243,پوشاک پزشکی
201256,پوشاک پزشکی یکبار مصرف
201394,Case
201396,کیس
201399,کیس (Case)
201736,آفات
201738,دفع آفات
201740,سموم
201742,سموم شیمیایی
201744,سم شیمیایی
201746,سموم شیمیایی و دفع آفات
202515,تشک ورزشی
202600,بسیج
202602,پایگاه
202608,مراکزبسیج
